custom_id,annotation,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,intensity
1302541771923128320,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.5870000000000001
1302549644652805888,0.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.953
1302549716983525376,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1306173268932657152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953
1306350154669346816,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1306200815955333120,1.0,2.0,4.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.152
1306258357238587392,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.4215
1306250146339066112,0.0,0.0,5.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.591
1306251021140799488,1.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.652
1306252873345445888,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0
1306254146987864064,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306160459993804800,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0
1306163883745435648,1.0,7.0,5.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,0.0
1306157303704555520,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1306327419092193280,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6006666666666667
1306323003274342400,0.0,1.0,4.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,0.667
1306330438324162560,2.0,0.0,5.0,1.0,2.0,3.0,4.0,0.0,6.0,2.0,0.0,0.5315
1306121000174616576,1.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,0.503
1306307671801372672,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.469
1306316908225081088,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5646666666666667
1306310293451091968,2.0,4.0,4.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,0.6095
1306132025334693888,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578
1306289717323931648,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306210725002727424,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
1306212024955932672,1.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.667
1306216029526339584,1.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
1306235666343301120,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45299999999999996
1306270647409094912,2.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0
1306262632589135872,2.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.7235
1306264916114972672,2.0,3.0,6.0,2.0,2.0,2.0,3.0,2.0,5.0,0.0,3.0,0.5515
1306270492203024384,1.0,0.0,6.0,4.0,1.0,1.0,4.0,0.0,4.0,1.0,0.0,0.7370000000000001
1306303964590354432,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.606
1305174506760278016,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1305131093264343040,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.652
1305123083469099008,2.0,0.0,6.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.71675
1305119584014524416,0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0
1305121258284163072,2.0,4.0,10.0,7.0,2.0,3.0,8.0,2.0,6.0,3.0,5.0,0.469
1305106928507465728,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.294
1305037037741932288,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.609
1305192726653173760,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.588
1305087281913528320,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1305242920673476608,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305234851235328000,0.0,0.0,6.0,2.0,2.0,2.0,3.0,0.0,5.0,1.0,0.0,0.6194285714285714
1305244883452669952,1.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
1305008359347757056,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5165000000000001
1304908935200153600,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7340000000000001
1304905618944397312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578
1305167573412126720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305169716848340992,2.0,11.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0
1305169794346475520,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6343333333333333
1305172951927599104,0.0,2.0,4.0,3.0,0.0,1.0,4.0,0.0,3.0,2.0,1.0,0.4245
1305258969720598528,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1305072028622491648,0.0,2.0,5.0,4.0,1.0,4.0,4.0,0.0,2.0,0.0,3.0,0.0
1305081629308747776,0.0,8.0,4.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,5.0,0.0
1305069800285253632,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
1305080658910425088,1.0,1.0,5.0,3.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0
1305083547049512960,1.0,0.0,7.0,2.0,1.0,7.0,2.0,0.0,1.0,0.0,1.0,0.469
1304931404006985728,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7235
1305048192808112128,1.0,4.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,0.40399999999999997
1304462556715790336,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.45299999999999996
1304353757489135616,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6543333333333333
1304356433639677952,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045
1304525883508772864,2.0,0.0,6.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.3045
1304469522984906752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304475487469818112,0.0,3.0,7.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,0.4825
1304479674333114368,2.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,0.503
1304512741965733888,1.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
1304522962020818944,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.547
1304518424241082368,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.64175
1304330652423249920,0.0,4.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,0.45299999999999996
1304342929700540416,1.0,1.0,5.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.606
1304332893519597568,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
1304339496583004160,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.6433333333333334
1304317673304657920,2.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.6315000000000001
1304319580274294784,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.379
1304320567735189504,1.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.344
1304432818949365760,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304427499116548096,2.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.7676666666666668
1304429918735020032,0.0,2.0,7.0,5.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,0.122
1304360716728754176,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304363094504865792,2.0,1.0,10.0,6.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,0.6465000000000001
1304370060946006016,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6880000000000001
1304417722336506112,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.546
1304407854150025216,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
1304411228463337472,1.0,6.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,0.5375
1304411790667845632,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
1304235351557505024,2.0,2.0,4.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.7370000000000001
1304294349606465536,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6298
1304393031911604224,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379
1304401242433687552,2.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,0.606
1304396414513025024,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304398404483678208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139
1305412119911952384,2.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1305415276348014592,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
1305269954657292288,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5418000000000001
1305277039105245184,1.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.3855
1305300028597194752,2.0,1.0,5.0,3.0,0.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0
1305482011516207104,2.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.39399999999999996
1305384001251815424,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1305446167514362112,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6115
1305574527280254976,1.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.516
1305576213348577280,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
1305577140855988224,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07400000000000001
1305577594579021824,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.07400000000000001
1305581878586552320,2.0,1.0,7.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
1305557159380484096,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0
1305563773206495232,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.087
1305393673170018304,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1305546407336718336,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0
1305418334754742272,1.0,3.0,5.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.5783333333333333
1305418578087292928,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.574
1305427061062791168,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1305528509620727808,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1305532240382881792,2.0,5.0,5.0,3.0,1.0,2.0,3.0,1.0,5.0,1.0,3.0,0.0
1305534693534728192,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305623467295899648,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1305612983058432000,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.652
1305491818637922304,2.0,3.0,7.0,2.0,1.0,3.0,4.0,0.0,6.0,2.0,2.0,0.0
1305492364908167168,2.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0
1304778486859563008,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7235
1304756003158794240,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1304665510823571712,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
1304697364704374784,1.0,0.0,4.0,3.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,0.6315000000000001
1304691869578915840,2.0,3.0,4.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0
1304704942222049280,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1304699398966870016,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7649999999999999
1304704551979757568,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406
1304844161674358784,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1304814699054272512,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.039
1304813239260385280,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.40725
1304821138980327424,1.0,1.0,6.0,3.0,1.0,2.0,3.0,0.0,6.0,1.0,0.0,0.25
1304823306688835584,1.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.18899999999999997
1304736566754136064,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304749615393189888,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1304785918247817216,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.318
1304689337196568576,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.4360000000000001
1304680074843762688,2.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.379
1304836936822132736,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
1304832733210914816,0.0,6.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0
1304833168722341888,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.574
1304884736452681728,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.5213333333333333
1304881402702368768,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1304873374255022080,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.364
1304880000000000000,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.7416666666666667
1304886899056824320,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1304596046996287488,0.0,2.0,4.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0
1304726258392203264,0.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,0.371
1304727429320183808,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.469
1304727834984951808,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
1304554826819403776,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1304712227702935552,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43799999999999994
1304716918318866432,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.364
1304708361259282432,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1304720204715487232,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7140000000000001
1307617435806248960,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39399999999999996
1307610273914720512,2.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.4525
1307608404093960192,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4430000000000001
1307615389539589888,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.23399999999999999
1307699789170118912,2.0,2.0,6.0,4.0,1.0,3.0,5.0,0.0,5.0,1.0,3.0,0.5309999999999999
1307707686377656320,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.45299999999999996
1307470708868624384,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1307480893741826048,1.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
1307653513862885376,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1307751529382903808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297
1307747753427116032,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
1307587799940501504,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
1307668851967098880,1.0,5.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0
1307669038433284096,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.621
1307640143789129728,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.453
1307641455360577536,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.364
1307769810130997248,0.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.8440000000000001
1307767130683838464,1.0,10.0,1.0,1.0,5.0,0.0,1.0,6.0,2.0,2.0,6.0,0.4603333333333333
1307770685100560384,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2775
1307551175030517760,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.364
1307774865735376896,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
1307777020823252992,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.45299999999999996
1307779444749340672,1.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.364
1307731213742899200,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1307732967524044800,0.0,7.0,1.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0
1307727728058261504,1.0,0.0,5.0,3.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0
1307734940239495168,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0
1307689560990777088,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1307681124613861376,1.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0
1307692645477765120,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.364
1307694316643643392,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1307601878847565824,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.379
1307592351460790272,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7235
1307603250930163712,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1307712881446789120,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.348
1308830828479344640,2.0,1.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.4023333333333333
1308858930525876224,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1308863020081311488,1.0,0.0,7.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.44966666666666666
1308843599149306112,1.0,4.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0
1308858226566467584,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.07400000000000001
1308852849388982272,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1308843788509630464,1.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.32799999999999996
1308783347028627712,2.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1308784202373095424,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.828
1308789590220845056,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.40399999999999997
1308751453989883904,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.6305000000000001
1308801452173922304,1.0,5.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.2813333333333333
1308802110432174080,1.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.2305
1308807918171586560,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0
1308806042478940160,2.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0
1308542188863844352,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3325
1308548059039772672,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.364
1308706485267050496,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,0.4216666666666667
1308703997474344960,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.8059999999999999
1308728228555689984,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.5741666666666667
1308781193861771264,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.469
1308782262301929472,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.42200000000000004
1308772465460604928,0.0,2.0,13.0,1.0,2.0,2.0,5.0,1.0,8.0,1.0,1.0,0.0
1308773090965573632,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714999999999999
1308529210902933504,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0
1308534232235507712,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1308538367575982080,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4326666666666667
1308540977309773824,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308764761715281920,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1308765519638679552,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
1308754553685319680,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.524
1308763554519093248,1.0,5.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
1308764362186854400,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.364
1308619313323048960,1.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.667
1308612665955188736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308616997857497088,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.364
1308660203299246080,0.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0
1308657527274582016,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1308651977514143488,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308654067737071616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308656521832734720,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.45299999999999996
1308888825373093888,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4686666666666666
1308881446556311552,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1308875160796172288,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364
1308878990971670528,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.07400000000000001
1308721072766844928,1.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1308714909144944640,0.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
1308713008093450240,0.0,4.0,6.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0
1308710879354122240,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308720846609973248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409
1308819019932237824,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1308820763311472640,0.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0
1308822422163017728,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.409
1308822844055453696,0.0,1.0,5.0,3.0,0.0,2.0,5.0,1.0,3.0,4.0,0.0,0.0
